6;65;0,05;0;4,01
6;65;0,05;0,1;3,69
6;65;0,05;0,2;3,43
6;65;0,05;0,3;3,21
6;65;0,05;0,4;3,03
6;65;0,05;0,5;2,87
6;65;0,05;0,6;2,74
6;65;0,05;0,7;2,62
6;65;0,1;0;4,32
6;65;0,1;0,1;4
6;65;0,1;0,2;3,71
6;65;0,1;0,3;3,46
6;65;0,1;0,4;3,26
6;65;0,1;0,5;3,08
6;65;0,1;0,6;2,93
6;65;0,1;0,7;2,8
6;65;0,15;0;4,3
6;65;0,15;0,1;3,96
6;65;0,15;0,2;3,68
6;65;0,15;0,3;3,45
6;65;0,15;0,4;3,25
6;65;0,15;0,5;3,08
6;65;0,15;0,6;2,93
6;65;0,15;0,7;2,8
6;65;0,2;0;4,17
6;65;0,2;0,1;3,88
6;65;0,2;0,2;3,62
6;65;0,2;0,3;3,4
6;65;0,2;0,4;3,21
6;65;0,2;0,5;3,04
6;65;0,2;0,6;2,9
6;65;0,2;0,7;2,77
6;65;0,25;0;4,02
6;65;0,25;0,1;3,74
6;65;0,25;0,2;3,5
6;65;0,25;0,3;3,29
6;65;0,25;0,4;3,12
6;65;0,25;0,5;2,96
6;65;0,25;0,6;2,82
6;65;0,25;0,7;2,7
6;65;0,3;0;3,89
6;65;0,3;0,1;3,64
6;65;0,3;0,2;3,42
6;65;0,3;0,3;3,23
6;65;0,3;0,4;3,06
6;65;0,3;0,5;2,91
6;65;0,3;0,6;2,78
6;65;0,3;0,7;2,67
6;67,5;0,05;0;3,97
6;67,5;0,05;0,1;3,67
6;67,5;0,05;0,2;3,43
6;67,5;0,05;0,3;3,22
6;67,5;0,05;0,4;3,05
6;67,5;0,05;0,5;2,9
6;67,5;0,05;0,6;2,77
6;67,5;0,05;0,7;2,66
6;67,5;0,1;0;4,26
6;67,5;0,1;0,1;3,94
6;67,5;0,1;0,2;3,67
6;67,5;0,1;0,3;3,45
6;67,5;0,1;0,4;3,26
6;67,5;0,1;0,5;3,09
6;67,5;0,1;0,6;2,95
6;67,5;0,1;0,7;2,82
6;67,5;0,15;0;4,21
6;67,5;0,15;0,1;3,91
6;67,5;0,15;0,2;3,65
6;67,5;0,15;0,3;3,44
6;67,5;0,15;0,4;3,25
6;67,5;0,15;0,5;3,09
6;67,5;0,15;0,6;2,95
6;67,5;0,15;0,7;2,82
6;67,5;0,2;0;4,1
6;67,5;0,2;0,1;3,82
6;67,5;0,2;0,2;3,58
6;67,5;0,2;0,3;3,37
6;67,5;0,2;0,4;3,2
6;67,5;0,2;0,5;3,04
6;67,5;0,2;0,6;2,9
6;67,5;0,2;0,7;2,78
6;67,5;0,25;0;3,96
6;67,5;0,25;0,1;3,7
6;67,5;0,25;0,2;3,48
6;67,5;0,25;0,3;3,29
6;67,5;0,25;0,4;3,12
6;67,5;0,25;0,5;2,97
6;67,5;0,25;0,6;2,84
6;67,5;0,25;0,7;2,73
6;67,5;0,3;0;3,81
6;67,5;0,3;0,1;3,57
6;67,5;0,3;0,2;3,37
6;67,5;0,3;0,3;3,19
6;67,5;0,3;0,4;3,03
6;67,5;0,3;0,5;2,9
6;67,5;0,3;0,6;2,77
6;67,5;0,3;0,7;2,66
6;70;0,05;0;3,94
6;70;0,05;0,1;3,67
