65;0,3;0,1;2,5035
65;0,3;0,1;2,507
65;0,3;0,1;2,5105
65;0,3;0,1;2,514
65;0,3;0,1;2,5175
65;0,3;0,1;2,521
65;0,3;0,1;2,5245
65;0,3;0,1;2,528
65;0,3;0,1;2,5315
65;0,3;0,1;2,535
65;0,3;0,1;2,5385
65;0,3;0,1;2,542
65;0,3;0,1;2,5455
65;0,3;0,1;2,549
65;0,3;0,1;2,5525
65;0,3;0,1;2,556
65;0,3;0,1;2,5595
65;0,3;0,1;2,563
65;0,3;0,1;2,5665
65;0,3;0,1;2,57
65;0,3;0,1;2,5735
65;0,3;0,1;2,577
65;0,3;0,1;2,5805
65;0,3;0,1;2,584
65;0,3;0,1;2,5875
65;0,3;0,1;2,591
65;0,3;0,1;2,5945
65;0,3;0,1;2,598
65;0,3;0,1;2,6015
65;0,3;0,1;2,605
65;0,3;0,1;2,6085
65;0,3;0,1;2,612
65;0,3;0,1;2,6155
65;0,3;0,1;2,619
65;0,3;0,1;2,6225
65;0,3;0,1;2,626
65;0,3;0,1;2,6295
65;0,3;0,1;2,633
65;0,3;0,1;2,6365
65;0,3;0,1;2,64
65;0,3;0,1;2,6435
65;0,3;0,1;2,647
65;0,3;0,1;2,6505
65;0,3;0,1;2,654
65;0,3;0,1;2,6575
65;0,3;0,1;2,661
65;0,3;0,1;2,6645
65;0,3;0,1;2,668
65;0,3;0,1;2,6715
65;0,3;0,1;2,675
65;0,3;0,1;2,6785
65;0,3;0,1;2,682
65;0,3;0,1;2,6855
65;0,3;0,1;2,689
65;0,3;0,1;2,6925
65;0,3;0,1;2,696
65;0,3;0,1;2,6995
65;0,3;0,1;2,703
65;0,3;0,1;2,7065
65;0,3;0,1;2,71
65;0,3;0,1;2,7135
65;0,3;0,1;2,717
65;0,3;0,1;2,7205
65;0,3;0,1;2,724
65;0,3;0,1;2,7275
65;0,3;0,1;2,731
65;0,3;0,1;2,7345
65;0,3;0,1;2,738
65;0,3;0,1;2,7415
65;0,3;0,1;2,745
65;0,3;0,1;2,7485
65;0,3;0,1;2,752
65;0,3;0,1;2,7555
65;0,3;0,1;2,759
65;0,3;0,1;2,7625
65;0,3;0,1;2,766
65;0,3;0,1;2,7695
65;0,3;0,1;2,773
65;0,3;0,1;2,7765
65;0,3;0,1;2,78
65;0,3;0,1;2,7835
65;0,3;0,1;2,787
65;0,3;0,1;2,7905
65;0,3;0,1;2,794
65;0,3;0,1;2,7975
65;0,3;0,1;2,801
65;0,3;0,1;2,8045
65;0,3;0,1;2,808
65;0,3;0,1;2,8115
65;0,3;0,1;2,815
65;0,3;0,1;2,8185
65;0,3;0,1;2,822
65;0,3;0,1;2,8255
65;0,3;0,1;2,829
65;0,3;0,1;2,8325
65;0,3;0,1;2,836
65;0,3;0,1;2,8395
65;0,3;0,1;2,843
65;0,3;0,1;2,8465
65;0,3;0,1;2,85
65;0,3;0,1;2,8535
65;0,3;0,1;2,857
65;0,3;0,1;2,8605
65;0,3;0,1;2,864
65;0,3;0,1;2,8675
65;0,3;0,1;2,871
65;0,3;0,1;2,8745
65;0,3;0,1;2,878
65;0,3;0,1;2,8815
65;0,3;0,1;2,885
65;0,3;0,1;2,8885
65;0,3;0,1;2,892
65;0,3;0,1;2,8955
65;0,3;0,1;2,899
65;0,3;0,1;2,9025
65;0,3;0,1;2,906
65;0,3;0,1;2,9095
65;0,3;0,1;2,913
65;0,3;0,1;2,9165
65;0,3;0,1;2,92
65;0,3;0,1;2,9235
65;0,3;0,1;2,927
65;0,3;0,1;2,9305
65;0,3;0,1;2,934
65;0,3;0,1;2,9375
65;0,3;0,1;2,941
65;0,3;0,1;2,9445
65;0,3;0,1;2,948
65;0,3;0,1;2,9515
65;0,3;0,1;2,955
65;0,3;0,1;2,9585
65;0,3;0,1;2,962
65;0,3;0,1;2,9655
65;0,3;0,1;2,969
65;0,3;0,1;2,9725
65;0,3;0,1;2,976
65;0,3;0,1;2,9795
65;0,3;0,1;2,983
65;0,3;0,1;2,9865
65;0,3;0,1;2,99
65;0,3;0,1;2,9935
65;0,3;0,1;2,997
65;0,3;0,1;3,0005
65;0,3;0,1;3,004
65;0,3;0,1;3,0075
65;0,3;0,1;3,011
65;0,3;0,1;3,0145
65;0,3;0,1;3,018
65;0,3;0,1;3,0215
65;0,3;0,1;3,025
65;0,3;0,1;3,0285
65;0,3;0,1;3,032
65;0,3;0,1;3,0355
65;0,3;0,1;3,039
65;0,3;0,1;3,0425
65;0,3;0,1;3,046
65;0,3;0,1;3,0495
65;0,3;0,1;3,053
65;0,3;0,1;3,0565
65;0,3;0,1;3,06
65;0,3;0,1;3,0635
65;0,3;0,1;3,067
65;0,3;0,1;3,0705
65;0,3;0,1;3,074
65;0,3;0,1;3,0775
65;0,3;0,1;3,081
65;0,3;0,1;3,0845
65;0,3;0,1;3,088
65;0,3;0,1;3,0915
65;0,3;0,1;3,095
65;0,3;0,1;3,0985
65;0,3;0,1;3,102
65;0,3;0,1;3,1055
65;0,3;0,1;3,109
65;0,3;0,1;3,1125
65;0,3;0,1;3,116
65;0,3;0,1;3,1195
65;0,3;0,1;3,123
65;0,3;0,1;3,1265
65;0,3;0,1;3,13
65;0,3;0,1;3,1335
65;0,3;0,1;3,137
65;0,3;0,1;3,1405
65;0,3;0,1;3,144
65;0,3;0,1;3,1475
65;0,3;0,1;3,151
65;0,3;0,1;3,1545
65;0,3;0,1;3,158
65;0,3;0,1;3,1615
65;0,3;0,1;3,165
65;0,3;0,1;3,1685
65;0,3;0,1;3,172
65;0,3;0,1;3,1755
65;0,3;0,1;3,179
65;0,3;0,1;3,1825
65;0,3;0,1;3,186
65;0,3;0,1;3,1895
65;0,3;0,1;3,193
65;0,3;0,1;3,1965
65;0,3;0,1;3,2
65;0,3;0,1;3,2035
65;0,3;0,1;3,207
65;0,3;0,1;3,2105
65;0,3;0,1;3,214
65;0,3;0,1;3,2175
65;0,3;0,1;3,221
65;0,3;0,1;3,2245
65;0,3;0,1;3,228
65;0,3;0,1;3,2315
65;0,3;0,1;3,235
65;0,3;0,1;3,2385
65;0,3;0,1;3,242
65;0,3;0,1;3,2455
65;0,3;0,1;3,249
65;0,3;0,1;3,2525
65;0,3;0,1;3,256
65;0,3;0,1;3,2595
65;0,3;0,1;3,263
65;0,3;0,1;3,2665
65;0,3;0,1;3,27
65;0,3;0,1;3,2735
65;0,3;0,1;3,277
65;0,3;0,1;3,2805
65;0,3;0,1;3,284
65;0,3;0,1;3,2875
65;0,3;0,1;3,291
65;0,3;0,1;3,2945
65;0,3;0,1;3,298
65;0,3;0,1;3,3015
65;0,3;0,1;3,305
65;0,3;0,1;3,3085
65;0,3;0,1;3,312
65;0,3;0,1;3,3155
65;0,3;0,1;3,319
65;0,3;0,1;3,3225
65;0,3;0,1;3,326
65;0,3;0,1;3,3295
65;0,3;0,1;3,333
65;0,3;0,1;3,3365
65;0,3;0,1;3,34
65;0,3;0,1;3,3435
65;0,3;0,1;3,347
65;0,3;0,1;3,3505
65;0,3;0,1;3,354
65;0,3;0,1;3,3575
65;0,3;0,1;3,361
65;0,3;0,1;3,3645
65;0,3;0,1;3,368
65;0,3;0,1;3,3715
65;0,3;0,1;3,375
65;0,3;0,1;3,3785
65;0,3;0,1;3,382
65;0,3;0,1;3,3855
65;0,3;0,1;3,389
65;0,3;0,1;3,3925
65;0,3;0,1;3,396
65;0,3;0,1;3,3995
65;0,3;0,1;3,403
65;0,3;0,1;3,4065
65;0,3;0,1;3,41
65;0,3;0,1;3,4135
65;0,3;0,1;3,417
65;0,3;0,1;3,4205
65;0,3;0,1;3,424
65;0,3;0,1;3,4275
65;0,3;0,1;3,431
65;0,3;0,1;3,4345
65;0,3;0,1;3,438
65;0,3;0,1;3,4415
65;0,3;0,1;3,445
65;0,3;0,1;3,4485
65;0,3;0,1;3,452
65;0,3;0,1;3,4555
65;0,3;0,1;3,459
65;0,3;0,1;3,4625
65;0,3;0,1;3,466
65;0,3;0,1;3,4695
65;0,3;0,1;3,473
65;0,3;0,1;3,4765
65;0,3;0,1;3,48
65;0,3;0,1;3,4835
65;0,3;0,1;3,487
65;0,3;0,1;3,4905
65;0,3;0,1;3,494
65;0,3;0,1;3,4975
65;0,3;0,1;3,501
65;0,3;0,1;3,5045
65;0,3;0,1;3,508
65;0,3;0,1;3,5115
65;0,3;0,1;3,515
65;0,3;0,1;3,5185
65;0,3;0,1;3,522
65;0,3;0,1;3,5255
65;0,3;0,1;3,529
65;0,3;0,1;3,5325
65;0,3;0,1;3,536
65;0,3;0,1;3,5395
65;0,3;0,1;3,543
65;0,3;0,1;3,5465
65;0,3;0,1;3,55
65;0,3;0,1;3,5535
65;0,3;0,1;3,557
65;0,3;0,1;3,5605
65;0,3;0,1;3,564
65;0,3;0,1;3,5675
65;0,3;0,1;3,571
65;0,3;0,1;3,5745
65;0,3;0,1;3,578
65;0,3;0,1;3,5815
65;0,3;0,1;3,585
65;0,3;0,1;3,5885
65;0,3;0,1;3,592
65;0,3;0,1;3,5955
65;0,3;0,1;3,599
65;0,3;0,1;3,6025
65;0,3;0,1;3,606
65;0,3;0,1;3,6095
65;0,3;0,1;3,613
65;0,3;0,1;3,6165
65;0,3;0,1;3,62
65;0,3;0,1;3,6235
65;0,3;0,1;3,627
65;0,3;0,1;3,6305
65;0,3;0,1;3,634
65;0,3;0,1;3,6375
65;0,3;0,1;3,641
65;0,3;0,1;3,6445
65;0,3;0,1;3,648
65;0,3;0,1;3,6515
65;0,3;0,1;3,655
65;0,3;0,1;3,6585
65;0,3;0,1;3,662
65;0,3;0,1;3,6655
65;0,3;0,1;3,669
65;0,3;0,1;3,6725
65;0,3;0,1;3,676
65;0,3;0,1;3,6795
65;0,3;0,1;3,683
65;0,3;0,1;3,6865
65;0,3;0,1;3,69
65;0,3;0,1;3,6935
65;0,3;0,1;3,697
65;0,3;0,1;3,7005
65;0,3;0,1;3,704
65;0,3;0,1;3,7075
65;0,3;0,1;3,711
65;0,3;0,1;3,7145
65;0,3;0,1;3,718
65;0,3;0,1;3,7215
65;0,3;0,1;3,725
65;0,3;0,1;3,7285
65;0,3;0,1;3,732
65;0,3;0,1;3,7355
65;0,3;0,1;3,739
65;0,3;0,1;3,7425
65;0,3;0,1;3,746
65;0,3;0,1;3,7495
65;0,3;0,1;3,753
65;0,3;0,1;3,7565
65;0,3;0,1;3,76
65;0,3;0,1;3,7635
65;0,3;0,1;3,767
65;0,3;0,1;3,7705
65;0,3;0,1;3,774
65;0,3;0,1;3,7775
65;0,3;0,1;3,781
65;0,3;0,1;3,7845
65;0,3;0,1;3,788
65;0,3;0,1;3,7915
65;0,3;0,1;3,795
65;0,3;0,1;3,7985
65;0,3;0,1;3,802
65;0,3;0,1;3,8055
65;0,3;0,1;3,809
65;0,3;0,1;3,8125
65;0,3;0,1;3,816
65;0,3;0,1;3,8195
65;0,3;0,1;3,823
65;0,3;0,1;3,8265
65;0,3;0,1;3,83
65;0,3;0,1;3,8335
65;0,3;0,1;3,837
65;0,3;0,1;3,8405
65;0,3;0,1;3,844
65;0,3;0,1;3,8475
65;0,3;0,1;3,851
65;0,3;0,1;3,8545
65;0,3;0,1;3,858
65;0,3;0,1;3,8615
65;0,3;0,1;3,865
65;0,3;0,1;3,8685
65;0,3;0,1;3,872
65;0,3;0,1;3,8755
65;0,3;0,1;3,879
65;0,3;0,1;3,8825
65;0,3;0,1;3,886
65;0,3;0,1;3,8895
65;0,3;0,1;3,893
65;0,3;0,1;3,8965
65;0,3;0,1;3,9
65;0,3;0,1;3,9035
65;0,3;0,1;3,907
65;0,3;0,1;3,9105
65;0,3;0,1;3,914
65;0,3;0,1;3,9175
65;0,3;0,1;3,921
65;0,3;0,1;3,9245
65;0,3;0,1;3,928
65;0,3;0,1;3,9315
65;0,3;0,1;3,935
65;0,3;0,1;3,9385
65;0,3;0,1;3,942
65;0,3;0,1;3,9455
65;0,3;0,1;3,949
65;0,3;0,1;3,9525
65;0,3;0,1;3,956
65;0,3;0,1;3,9595
65;0,3;0,1;3,963
65;0,3;0,1;3,9665
65;0,3;0,1;3,97
65;0,3;0,1;3,9735
65;0,3;0,1;3,977
65;0,3;0,1;3,9805
65;0,3;0,1;3,984
65;0,3;0,1;3,9875
65;0,3;0,1;3,991
65;0,3;0,1;3,9945
65;0,3;0,1;3,998
65;0,3;0,1;4,0015
65;0,3;0,1;4,005
65;0,3;0,1;4,0085
65;0,3;0,1;4,012
65;0,3;0,1;4,0155
65;0,3;0,1;4,019
65;0,3;0,1;4,0225
65;0,3;0,1;4,026
65;0,3;0,1;4,0295
65;0,3;0,1;4,033
65;0,3;0,1;4,0365
65;0,3;0,1;4,04
65;0,3;0,1;4,0435
65;0,3;0,1;4,047
65;0,3;0,1;4,0505
65;0,3;0,1;4,054
65;0,3;0,1;4,0575
65;0,3;0,1;4,061
65;0,3;0,1;4,0645
65;0,3;0,1;4,068
65;0,3;0,1;4,0715
65;0,3;0,1;4,075
65;0,3;0,1;4,0785
65;0,3;0,1;4,082
65;0,3;0,1;4,0855
65;0,3;0,1;4,089
65;0,3;0,1;4,0925
65;0,3;0,1;4,096
65;0,3;0,1;4,0995
65;0,3;0,1;4,103
65;0,3;0,1;4,1065
65;0,3;0,1;4,11
65;0,3;0,1;4,1135
65;0,3;0,1;4,117
65;0,3;0,1;4,1205
65;0,3;0,1;4,124
65;0,3;0,1;4,1275
65;0,3;0,1;4,131
65;0,3;0,1;4,1345
65;0,3;0,1;4,138
65;0,3;0,1;4,1415
65;0,3;0,1;4,145
65;0,3;0,1;4,1485
65;0,3;0,1;4,152
65;0,3;0,1;4,1555
65;0,3;0,1;4,159
65;0,3;0,1;4,1625
65;0,3;0,1;4,166
65;0,3;0,1;4,1695
65;0,3;0,1;4,173
65;0,3;0,1;4,1765
65;0,3;0,1;4,18
65;0,3;0,1;4,1835
65;0,3;0,1;4,187
65;0,3;0,1;4,1905
65;0,3;0,1;4,194
65;0,3;0,1;4,1975
65;0,3;0,1;4,201
65;0,3;0,1;4,2045
65;0,3;0,1;4,208
65;0,3;0,1;4,2115
65;0,3;0,1;4,215
65;0,3;0,1;4,2185
65;0,3;0,1;4,222
65;0,3;0,1;4,2255
65;0,3;0,1;4,229
65;0,3;0,1;4,2325
65;0,3;0,1;4,236
65;0,3;0,1;4,2395
65;0,3;0,1;4,243
65;0,3;0,1;4,2465
65;0,3;0,1;4,25
65;0,3;0,1;4,2535
65;0,3;0,1;4,257
65;0,3;0,1;4,2605
65;0,3;0,1;4,264
65;0,3;0,1;4,2675
65;0,3;0,1;4,271
65;0,3;0,1;4,2745
65;0,3;0,1;4,278
65;0,3;0,1;4,2815
65;0,3;0,1;4,285
65;0,3;0,1;4,2885
65;0,3;0,1;4,292
65;0,3;0,1;4,2955
65;0,3;0,1;4,299
65;0,3;0,1;4,3025
65;0,3;0,1;4,306
